,Subject,Course,CRN,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Primary Instructor,Start time,End time,Day,Building
571,CHEM,420,32639,Instrumental Characterization,1,20,2,1,20,1,2,16,1,1,0,0,0,1,3.03,"Leckband, Deborah E",1440.0,1490.0,TR,Transportation Building
572,CHEM,436,32672,Fundamental Organic Chem II,6,12,10,11,29,2,18,18,11,0,4,0,3,1,2.73,"Sarlah, David",480.0,530.0,MW,Roger Adams Laboratory
573,CHEM,437,32673,Organic Chemistry Lab,1,9,2,5,2,3,1,0,0,0,0,0,0,0,3.49,"Hull, Kami L",780.0,830.0,M,Noyes Laboratory
574,CHEM,442,32679,Physical Chemistry I,1,5,15,7,8,8,3,2,2,0,0,1,0,0,3.13,"van der Veen, Renske",600.0,650.0,MW,Lincoln Hall
575,CHEM,444,32681,Physical Chemistry II,6,4,9,6,4,2,0,0,1,0,0,0,0,0,3.5,"Rienstra, Chad",600.0,650.0,MW,Noyes Laboratory
577,CHEM,474,64931,Drug Discovery & Development,3,12,1,2,6,2,0,3,1,1,1,0,2,1,3.05,"Mitchell, Douglas A",480.0,530.0,MW,Noyes Laboratory
578,CHEM,530,43148,Structure and Spectroscopy,0,13,6,2,6,3,0,0,0,0,0,0,0,0,3.56,"Fleming, Ian",600.0,650.0,MW,Noyes Laboratory
579,CHEM,588,43049,Physical Methods Mat Chem,0,23,5,2,0,0,0,0,0,0,0,0,0,0,3.9,"Nuzzo, Ralph G",480.0,560.0,TR,Noyes Laboratory
580,CHLH,100,31075,Contemporary Health,28,42,19,13,21,7,4,3,2,1,1,1,2,0,3.45,"Kaplan, Justine",600.0,650.0,MW,Mumford Hall
581,CHLH,101,31079,Introduction to Public Health,17,35,26,25,16,11,10,6,3,0,1,0,1,0,3.35,"Kaplan, Justine",840.0,890.0,MW,Bevier Hall
582,CHLH,101,31089,Introduction to Public Health,9,36,30,17,9,12,6,4,3,0,1,0,1,0,3.39,"Derk, Gwendolyn R",1440.0,1490.0,MW,Bevier Hall
584,CHLH,125,57044,Orientation KIN & Comm Health,4,63,0,0,6,0,0,0,0,0,0,0,1,0,3.86,"Firkins, Carol H",660.0,1460.0,TR,Huff Hall
585,CHLH,199,47207,Undergraduate Open Seminar,0,7,8,2,4,4,2,1,1,1,1,1,2,0,2.88,"Orazio, Elora E",900.0,975.0,MW,Lincoln Hall
586,CHLH,199,31112,Undergraduate Open Seminar,5,42,1,2,0,0,0,0,0,0,0,0,0,0,3.97,"McLay, Molly M",900.0,980.0,MW,Bevier Hall
587,CHLH,200,31113,Mental Health,0,74,0,0,40,0,0,6,0,0,3,0,5,1,3.37,"Gobin, Robyn L",660.0,710.0,TR,Mumford Hall
588,CHLH,201,64927,Pub Hlth Research Meas & Meth,5,4,6,5,2,3,2,3,0,1,0,0,1,0,3.15,"Andrade, Flavia C",780.0,860.0,MW,Huff Hall
589,CHLH,206,31158,Human Sexuality,23,15,10,6,7,7,5,0,1,0,2,0,4,1,3.3,"Blackstone, Sarah R",660.0,710.0,TR,Noyes Laboratory
591,CHLH,243,31097,Drug Use and Abuse,0,41,0,0,25,0,0,10,0,0,3,0,5,1,3.12,"Ritter, Ellen S",1470.0,800.0,TR,Mumford Hall
592,CHLH,243,31098,Drug Use and Abuse,0,49,0,0,28,0,0,19,0,0,5,0,1,0,3.17,"Jones, Ashleigh E",1440.0,1490.0,MW,Armory
595,CHLH,250,31249,Health Care Systems,15,41,30,20,4,3,9,5,2,0,1,1,0,0,3.49,"Farner, Susan M",840.0,915.0,TR,Bevier Hall
596,CHLH,260,31261,Introduction to Medical Ethics,22,74,16,8,7,7,3,0,0,0,1,1,0,0,3.72,"Notaro, Stephen J",600.0,650.0,MW,Huff Hall
597,CHLH,274,31263,Introduction to Epidemiology,5,4,13,8,7,16,4,6,1,1,1,0,0,0,3.02,"Grigsby, Diana S",570.0,645.0,TR,Bevier Hall
599,CHLH,304,31156,Foundations of Health Behavior,12,45,23,14,11,6,8,12,0,2,0,1,6,0,3.24,"Farner, Susan M",780.0,830.0,MW,Huff Hall
600,CHLH,380,54665,Orientation to Internship,1,79,1,6,1,2,0,0,1,0,0,0,0,0,3.89,"Farner, Susan M",1020.0,1070.0,TR,Huff Hall
601,CHLH,407,60721,"Disability, Culture & Society",0,22,0,0,2,0,0,0,0,0,0,0,0,0,3.92,"Chiu, Chung-Yi",840.0,980.0,W,Armory
602,CHLH,409,31274,Women's Health,0,25,0,0,12,0,0,1,0,0,1,0,1,0,3.48,"Rosenblatt, Karin A",1470.0,830.0,TR,Huff Hall
603,CHLH,410,31278,Public Health Practice,31,49,24,14,14,1,1,2,0,0,0,0,0,0,3.72,"Kaplan, Justine",660.0,1460.0,TR,Bevier Hall
604,CHLH,415,57254,International Health,4,10,8,6,2,4,1,0,1,0,0,2,3,0,3.14,"Schwingel, Andiara",780.0,920.0,TR,W Turner Hall
605,CHLH,421,31281,Health Data Analysis,62,22,15,3,8,7,2,2,2,1,0,0,0,0,3.69,"An, Ruopeng",540.0,590.0,MW,Huff Hall
606,CHLH,455,31287,Health Services Financing,18,28,7,6,13,1,1,2,0,0,0,0,1,0,3.61,"Notaro, Stephen J",570.0,645.0,TR,Education Building
607,CHLH,458,31294,Health Administration,22,15,10,7,3,7,0,9,0,0,0,0,0,0,3.48,"Cotoc, Crina N",930.0,1010.0,TR,Huff Hall
608,CHLH,469,53527,Environmental Health,3,9,6,7,2,1,2,1,1,0,0,0,2,0,3.25,"Farner, Susan M",600.0,680.0,MW,Huff Hall
609,CHLH,494,55764,Special Topics: Health Issues,18,12,1,3,0,0,1,0,0,0,0,0,1,0,3.78,"Farner, Susan M",570.0,650.0,TR,Huff Hall
610,CHLH,572,60206,Principles of Epidemiology,0,3,6,9,3,4,0,0,0,0,0,0,0,0,3.35,"Grigsby, Diana S",780.0,950.0,T,Huff Hall
611,CHLH,594,63704,Special Topics,5,13,2,2,0,0,0,0,0,0,0,0,0,0,3.91,"Klonoff-Cohen, Hillary",780.0,830.0,R,Huff Hall
612,CI,401,46092,Intro Tchg in a Diverse Societ,13,11,3,0,3,0,0,2,0,0,0,0,0,0,3.75,"Kennett, Katrina S",480.0,650.0,T,Education Building
616,CI,415,52440,"Lang Varieties,Cult,& Learning",2,5,5,2,6,0,1,0,0,0,0,0,1,0,3.33,"Smith, Patrick H",540.0,710.0,T,A Education Building
617,CI,415,52441,"Lang Varieties,Cult,& Learning",0,13,7,2,0,0,0,0,0,0,0,0,0,0,3.83,"Valderrama Sepu, Laura P",540.0,710.0,W,Huff Hall
618,CI,415,52443,"Lang Varieties,Cult,& Learning",0,20,2,1,1,0,0,0,0,0,0,0,0,0,3.9,"Chaitra Shivapr, Unknown",960.0,1130.0,R,Education Building
619,CI,431,31938,Tchg Elementary Mathematics,5,23,1,1,0,0,0,0,0,0,0,0,0,0,3.97,"Poetzel, Adam R",480.0,650.0,MW,E Green
620,CI,432,63326,Invest Approach Elem Math Inst,3,9,6,3,0,0,0,0,0,0,0,0,0,0,3.81,"Poetzel, Adam R",540.0,710.0,F,G Education Building
621,CI,437,62106,Educational Game Design,0,20,9,2,2,0,0,0,0,0,0,0,0,0,3.81,"Lindgren, Robb W",840.0,920.0,TR,A Education Building
622,CI,446,64886,Culture in the Classroom,4,11,7,4,0,1,0,0,1,0,0,0,0,0,3.69,"Murillo, Luz A",960.0,1130.0,M,A Education Building
623,CI,448,63330,Tchg Elem Social Studies,0,16,2,3,0,0,0,0,0,0,0,0,0,0,3.87,"Jones, Alexis L",780.0,950.0,M,Education Building
624,CI,451,63334,Tchg Elem Science II,0,15,3,2,0,1,0,0,0,0,0,0,0,0,3.83,"Morrisette, Sharon",540.0,710.0,W,F Education Building
625,CI,467,31963,Princ Tchg Lit to Child Youth,6,8,5,1,0,0,0,0,0,0,1,0,0,0,3.75,"Linares, Rebecca E",540.0,710.0,M,Education Building
626,CI,473,56814,Disciplinary Literacy,0,43,1,0,1,0,0,1,0,0,0,0,0,0,3.93,"Dressman, Mark A",1080.0,1160.0,T,Education Building
627,CI,473,56816,Disciplinary Literacy,37,27,8,1,2,0,0,0,0,0,0,0,0,0,3.93,"Dressman, Mark A",1080.0,1160.0,M,Education Building
628,CI,475,63340,Teach Elem Rdg & Lang Arts I,0,8,10,3,0,0,0,0,0,0,0,0,0,0,3.75,"MacGregor, Nancy A",780.0,950.0,W,Education Building
629,CI,475,31969,Teach Elem Rdg & Lang Arts I,18,10,0,2,0,0,0,0,0,0,0,0,0,0,3.96,"Minniear, Jacob N",1020.0,1190.0,R,Education Building
632,CLCV,111,31318,Mythology of Greece and Rome,1,56,6,4,24,2,1,21,1,1,2,9,0,0,3.09,"Solomon, Jon",780.0,830.0,TR,THEAT Lincoln Hall
633,CLCV,115,31319,Mythology of Greece and Rome,1,15,3,6,3,0,0,1,0,0,0,0,1,0,3.53,"Cantwell, Katherine P",780.0,830.0,F,G Foreign Languages Building
634,CLCV,115,31320,Mythology of Greece and Rome,5,9,2,4,8,0,0,0,0,0,1,0,0,0,3.51,"Hartley-Kroeger, Fiona",660.0,710.0,F,David Kinley Hall
635,CLCV,115,31321,Mythology of Greece and Rome,2,12,0,5,4,0,0,1,0,0,0,0,0,1,3.61,"Hartley-Kroeger, Fiona",600.0,650.0,F,David Kinley Hall
636,CLCV,115,31322,Mythology of Greece and Rome,0,18,2,3,3,0,0,2,1,0,0,0,0,0,3.59,"Arampapaslis, Konstantino",900.0,950.0,R,Foreign Languages Building
637,CLCV,115,31323,Mythology of Greece and Rome,0,12,4,0,9,0,1,2,0,0,2,0,0,0,3.27,"Hall, Andrew M",780.0,830.0,F,Foreign Languages Building
638,CLCV,115,31324,Mythology of Greece and Rome,2,14,3,0,8,1,0,2,0,0,0,0,0,0,3.52,"Hunt, Anna L",600.0,650.0,F,G Foreign Languages Building
639,CLCV,115,31325,Mythology of Greece and Rome,1,20,1,2,5,0,0,0,0,0,0,0,0,0,3.77,"Stanull, Jennifer A",840.0,890.0,R,David Kinley Hall
640,CLCV,115,31326,Mythology of Greece and Rome,0,10,7,1,6,1,0,1,0,0,0,0,2,0,3.27,"Hall, Andrew M",600.0,650.0,F,Davenport Hall
641,CLCV,115,31327,Mythology of Greece and Rome,1,11,1,1,4,1,0,1,0,0,0,0,2,0,3.26,"Schroer, Clayton A",540.0,590.0,F,Allen Residence Hall
642,CLCV,115,31328,Mythology of Greece and Rome,2,14,2,3,1,1,0,0,0,0,0,2,2,0,3.27,"Cantwell, Katherine P",1440.0,1490.0,F,G Foreign Languages Building
643,CLCV,115,31330,Mythology of Greece and Rome,5,19,0,0,4,0,0,1,0,0,0,0,0,0,3.79,"Cantwell, Katherine P",660.0,710.0,F,G Foreign Languages Building
644,CLCV,115,38766,Mythology of Greece and Rome,1,18,3,3,2,0,0,1,0,0,0,0,1,0,3.62,"Hunt, Anna L",780.0,830.0,F,Gregory Hall
645,CLCV,115,52436,Mythology of Greece and Rome,0,14,4,3,7,0,0,1,0,0,0,0,0,0,3.57,"Hall, Andrew M",660.0,710.0,F,Davenport Hall
646,CLCV,116,31331,The Roman Achievement,10,107,4,10,43,2,1,5,0,1,0,7,0,0,3.52,"Solomon, Jon",840.0,920.0,TR,Gregory Hall
647,CLCV,132,58508,"Class Archaeology, Rome-Italy",2,9,6,4,2,3,0,0,2,0,0,0,2,0,3.22,"Walters, Brian C",660.0,1460.0,TR,Gregory Hall
648,CLCV,160,46368,Ancient Greek & Roman Religion,2,14,2,4,2,1,2,0,0,0,0,0,0,0,3.63,"Tzanetou, Angeliki",1440.0,1490.0,MW,Foreign Languages Building
649,CLCV,220,45762,Origins of Western Literature,0,12,5,2,2,2,1,1,0,0,0,0,4,0,3.06,"Witzke, Serena S",840.0,950.0,MW,G Foreign Languages Building
650,CLCV,240,38748,Sex & Gender in Antiquity,6,17,3,1,0,0,0,0,0,0,0,0,0,0,3.94,"Tzanetou, Angeliki",600.0,650.0,MW,David Kinley Hall
651,CMN,102,50528,Intro to Comm Theory & Res,12,40,39,27,31,21,20,19,5,2,4,3,6,2,3.02,"Quick, Brian L",660.0,710.0,MW,Wohlers Hall
652,CMN,211,50585,Business Communication,0,15,7,2,1,0,0,0,0,0,0,0,0,0,3.81,"Costello, Thomas J",1080.0,1250.0,T,Lincoln Hall
653,CMN,211,52898,Business Communication,0,5,7,0,2,3,2,0,0,0,0,1,1,0,3.1,"Ditewig-Morris, Kathleen",540.0,590.0,MW,Lincoln Hall
654,CMN,211,53252,Business Communication,0,9,1,2,5,0,0,1,3,0,0,0,1,0,3.11,"Ditewig-Morris, Kathleen",600.0,650.0,MW,Lincoln Hall
655,CMN,212,65215,Intro to Organizational Comm,2,8,4,8,6,1,2,2,0,0,0,0,0,0,3.35,"Poole, Marshall S",1470.0,830.0,TR,Lincoln Hall
656,CMN,212,50688,Intro to Organizational Comm,0,6,7,3,6,1,2,2,0,0,2,0,1,0,3.03,"Bryan, Ann L",840.0,920.0,TR,Armory
657,CMN,212,50684,Intro to Organizational Comm,0,5,4,4,8,4,1,2,0,0,0,0,0,1,3.18,"Proulx, Jeffrey",840.0,920.0,TR,Lincoln Hall
658,CMN,212,50685,Intro to Organizational Comm,1,2,7,4,4,4,2,2,1,0,0,1,0,0,3.02,"Proulx, Jeffrey",930.0,1010.0,TR,Lincoln Hall
659,CMN,213,65071,Small Group Communication,5,11,6,2,1,2,0,2,0,0,0,0,0,0,3.62,"Reynolds-Tylus, Tobias J",1440.0,1490.0,MW,Lincoln Hall
660,CMN,213,65070,Small Group Communication,10,8,3,0,3,0,0,0,0,0,1,0,1,0,3.58,"Reynolds-Tylus, Tobias J",780.0,830.0,MW,Lincoln Hall
661,CMN,220,50588,Communicating Public Policy,0,11,5,0,2,3,2,0,0,0,0,0,0,0,3.52,"Pitchford, Matthew C",660.0,710.0,MW,Armory
662,CMN,230,50599,Intro to Interpersonal Comm,23,51,30,27,18,19,7,9,3,1,3,0,4,2,3.3,"Guntzviller, Lisa",780.0,830.0,MW,Bevier Hall
663,CMN,232,50601,Intro to Intercultural Comm,4,11,6,2,1,0,1,0,0,0,0,0,1,0,3.62,"Koven, Michele E",660.0,1460.0,TR,Lincoln Hall
664,CMN,232,50600,Intro to Intercultural Comm,3,7,5,5,3,0,0,1,0,0,0,0,1,0,3.44,"Moga, Jillian L",1470.0,830.0,TR,Lincoln Hall
665,CMN,260,56847,Intro to Health Communication,8,3,5,2,0,2,2,0,2,1,0,0,1,0,3.22,"Smith, Marisa A",540.0,590.0,MW,Lincoln Hall
666,CMN,260,50602,Intro to Health Communication,2,9,3,4,5,3,1,2,0,0,0,0,0,0,3.37,"Martinez Gonzal, Andrea",660.0,710.0,MW,Lincoln Hall
667,CMN,260,65216,Intro to Health Communication,2,12,6,0,3,3,1,1,0,0,0,0,0,0,3.55,"Martinez Gonzal, Andrea",1440.0,1490.0,MW,Lincoln Hall
668,CMN,277,50613,Intro to Mediated Comm,3,15,4,3,1,0,0,2,0,0,0,1,0,0,3.6,"Weeks, Kristopher R",570.0,650.0,TR,David Kinley Hall
669,CMN,277,50604,Intro to Mediated Comm,3,10,6,4,2,0,2,0,1,1,0,0,0,0,3.48,"Weeks, Kristopher R",930.0,1010.0,TR,Lincoln Hall
670,CMN,280,50622,Comm Technology & Society,0,7,2,2,8,1,1,4,0,1,0,1,2,0,2.79,"Jackson, Sally A",660.0,1460.0,TR,Lincoln Hall
671,CMN,310,50624,The Rhetorical Tradition,0,7,2,8,4,2,0,1,0,0,1,0,0,0,3.29,"O'Gorman, Thomas E",840.0,920.0,TR,Lincoln Hall
672,CMN,321,50625,Strategies of Persuasion,0,20,5,6,21,4,12,27,3,2,7,2,6,0,2.52,"Murphy, John M",600.0,650.0,MW,Krannert Art Museum
673,CMN,323,50634,Argumentation,0,10,5,2,2,0,0,0,1,0,1,0,0,0,3.51,"Bellwood, Alia R",1470.0,830.0,TR,Armory
674,CMN,326,56848,Mass Media and the Audience,4,3,0,4,7,3,7,0,3,2,1,1,1,0,2.67,"Dixon, Travis L",1470.0,830.0,TR,Lincoln Hall
675,CMN,336,60185,Family Communication,4,12,5,6,2,0,0,0,0,1,0,0,0,0,3.66,"Abendschein, Bryan",660.0,710.0,MW,Armory
676,CMN,336,51876,Family Communication,0,10,5,3,2,2,1,1,1,1,0,0,1,0,3.22,"Wang, Ningxin",780.0,830.0,MW,Armory
677,CMN,336,60184,Family Communication,1,8,5,1,6,3,1,0,1,1,0,0,2,1,3.07,"Abendschein, Bryan",1440.0,1490.0,MW,Armory
678,CMN,338,64999,Relationships and Technologies,1,4,6,3,3,4,4,3,1,0,0,1,0,0,2.98,"Roache, David J",540.0,590.0,MW,Armory
679,CMN,338,65861,Relationships and Technologies,0,1,5,1,0,5,3,3,3,3,2,1,3,0,2.12,"Roache, David J",600.0,650.0,MW,Armory
680,CMN,340,52899,Visual Politics,0,7,6,4,8,5,0,1,1,0,0,0,1,0,3.16,"Bisbee, Donovan S",1440.0,1490.0,MW,Lincoln Hall
681,CMN,340,60187,Visual Politics,0,8,5,4,1,4,0,2,3,0,0,1,0,1,3.11,"Bisbee, Donovan S",600.0,650.0,MW,Lincoln Hall
682,CMN,345,64998,Visual Media Effects,0,1,2,2,15,5,2,3,1,1,0,0,0,0,2.81,"Bigsby, Elisabeth",660.0,1460.0,TR,Armory
683,CMN,361,58519,Storytelling as Oral Comm,2,4,6,2,6,5,1,3,0,0,0,1,2,0,2.91,"Bishop, Mardia J",1470.0,830.0,TR,Lincoln Hall
684,CMN,368,54389,Sexual Communication,7,87,10,17,48,2,1,19,0,1,10,0,1,0,3.3,"Ramey, Mary E",540.0,590.0,MW,Smith Memorial Hall
685,CMN,375,52635,The American Family,0,26,15,12,7,6,1,1,1,0,1,0,1,0,3.42,"Giorgio, Grace A",930.0,1010.0,TR,Bevier Hall
686,CMN,396,51686,"Race, Class, Gender & Work",1,2,4,5,2,5,4,4,1,1,0,0,0,0,2.86,"Wright-Dixon, Trina J",840.0,920.0,TR,Lincoln Hall
687,CMN,396,50648,Leadership Comm Theory/Pract,0,15,4,3,0,0,0,2,0,0,1,0,1,0,3.45,"Costello, Thomas J",480.0,560.0,TR,Lincoln Hall
688,CMN,396,50642,Org Comm & Diversity,0,2,4,3,4,5,4,2,1,1,0,1,1,0,2.68,"Wright-Dixon, Trina J",570.0,650.0,TR,Lincoln Hall
689,CMN,396,50639,Org Comm & Diversity,3,4,3,6,6,6,1,0,1,0,0,0,1,0,3.13,"Wright-Dixon, Trina J",660.0,1460.0,TR,Lincoln Hall
690,CMN,396,50643,Social Movement Communication,0,3,8,6,10,1,0,2,0,1,2,0,0,0,3.07,"Cisneros, Josue D",660.0,1460.0,TR,Lincoln Hall
691,CMN,410,52643,Workplace Comm Technology,1,6,6,3,6,1,1,0,0,1,0,1,1,0,3.15,"Barley, William",570.0,650.0,TR,Lincoln Hall
692,CMN,412,50650,Adv Organizational Comm,0,8,7,1,2,8,0,1,1,1,0,0,0,3,3.23,"Lammers, John C",570.0,650.0,TR,Lincoln Hall
693,CMN,429,52652,Race and the Mass Media,1,4,2,4,7,1,4,3,0,1,2,0,1,0,2.77,"Dixon, Travis L",840.0,920.0,TR,Lincoln Hall
694,CMN,435,50993,Adv Interpersonal Comm,4,4,7,0,8,1,1,2,0,0,0,0,0,0,3.36,"Ramey, Mary E",660.0,710.0,MW,Lincoln Hall
695,CMN,435,58907,Adv Interpersonal Comm,7,4,6,3,3,2,3,0,0,0,2,0,0,0,3.31,"Ramey, Mary E",1440.0,1490.0,MW,Lincoln Hall
696,CMN,462,52656,Interpersonal Health Comm,2,8,7,4,4,3,1,2,0,0,0,0,0,0,3.4,"Guntzviller, Lisa",930.0,1010.0,MW,Lincoln Hall
697,CMN,463,50661,Organizational Health Comm,0,13,8,6,7,4,1,3,0,0,0,0,0,0,3.38,"Lammers, John C",930.0,1010.0,TR,Lincoln Hall
698,CMN,496,57313,Comm Tech & Altruism,0,17,0,5,0,0,1,0,0,0,0,0,0,0,3.79,"Jackson, Sally A",840.0,920.0,TR,Lincoln Hall
701,CPSC,112,31487,Introduction to Crop Sciences,11,42,1,10,21,0,1,1,0,0,1,0,1,0,3.57,"Simmons, F W",600.0,650.0,MW,W Turner Hall
702,CPSC,116,48193,The Global Food Production Web,0,168,0,0,22,0,0,0,0,0,0,0,0,1,3.88,"Bohn, Martin O",1080.0,1250.0,W,Mumford Hall
703,CPSC,117,66101,Agric. & Science of Coffee,6,29,21,2,3,3,0,0,0,0,0,0,0,0,3.76,"Briskin, Donald P",600.0,650.0,MW,Lincoln Hall
705,CPSC,241,31493,Intro to Applied Statistics,0,10,0,0,6,0,0,6,0,0,4,0,0,0,2.85,"Butts-Wilmsmeye, Carolyn",660.0,710.0,MW,W Turner Hall
706,CPSC,261,31518,Biotechnology in Agriculture,1,16,0,0,14,0,0,2,0,0,0,0,0,0,3.45,"Moose, Stephen P",570.0,650.0,TR,N Turner Hall
707,CPSC,336,31524,Tomorrow's Environment,2,15,0,2,4,2,0,1,0,0,0,0,0,0,3.62,"Lee, DoKyoung",840.0,920.0,TR,W Turner Hall
708,CPSC,352,31503,Plant Genetics,2,6,1,0,7,2,0,6,1,0,0,0,0,0,3.03,"Diers, Brian W",840.0,890.0,MW,W Turner Hall
710,CPSC,418,31547,Crop Growth and Management,29,11,0,3,4,0,0,3,0,0,0,0,1,0,3.69,"Villamil, Maria B",930.0,1010.0,TR,W Turner Hall
711,CPSC,440,31578,Applied Statistical Methods I,1,13,14,3,14,3,2,4,2,0,1,1,1,0,3.14,"Lipka, Alexander E",930.0,1010.0,TR,Gregory Hall
712,CPSC,542,52387,Applied Statistical Methods II,2,6,4,6,4,1,0,2,1,0,0,0,0,0,3.35,"Butts-Wilmsmeye, Carolyn",900.0,1010.0,MW,W Turner Hall
713,CS,101,31018,Intro Computing: Engrg & Sci,239,159,72,61,44,24,9,12,9,7,2,4,15,3,3.55,"Davis, Neal E",780.0,830.0,MW,AUD Foellinger Auditorium
714,CS,105,31128,Intro Computing: Non-Tech,184,130,64,42,41,21,11,14,1,5,9,1,21,3,3.46,"Haberman, Michael",960.0,1050.0,M,THEAT Lincoln Hall
715,CS,125,31152,Intro to Computer Science,28,44,22,10,26,10,12,14,7,1,1,0,2,2,3.26,"Chapman, William L",480.0,530.0,MW,Siebel Center for Comp Sci
716,CS,125,31155,Intro to Computer Science,24,43,23,9,19,15,15,10,14,2,2,0,1,0,3.18,"Chapman, William L",540.0,590.0,MW,Siebel Center for Comp Sci
717,CS,125,50104,Intro to Computer Science,25,54,16,11,23,15,9,12,8,3,1,1,0,2,3.28,"Chapman, William L",660.0,710.0,MW,Siebel Center for Comp Sci
718,CS,126,65120,Software Design Studio,27,32,32,29,12,10,7,2,2,1,0,1,3,0,3.41,"Angrave, Lawrence C",1470.0,825.0,TR,Siebel Center for Comp Sci
719,CS,126,65684,Software Design Studio,9,15,26,18,8,10,3,4,4,2,0,0,4,0,3.17,"Angrave, Lawrence C",840.0,915.0,TR,Siebel Center for Comp Sci
720,CS,173,31187,Discrete Structures,2,13,7,5,8,1,2,3,1,0,0,1,1,0,3.23,"Fleck, Margaret M",780.0,830.0,R,Siebel Center for Comp Sci
721,CS,173,48263,Discrete Structures,2,9,10,10,8,2,3,0,1,1,0,0,0,0,3.33,"Fleck, Margaret M",840.0,890.0,R,Siebel Center for Comp Sci
722,CS,173,48264,Discrete Structures,2,14,4,8,2,5,2,2,2,0,1,0,0,0,3.28,"Fleck, Margaret M",900.0,950.0,R,Siebel Center for Comp Sci
723,CS,173,57329,Discrete Structures,3,7,7,4,8,2,1,6,1,2,1,0,1,0,2.98,"Fleck, Margaret M",960.0,1010.0,R,Siebel Center for Comp Sci
724,CS,173,57330,Discrete Structures,5,8,5,3,5,5,6,2,1,0,0,0,1,1,3.13,"Fleck, Margaret M",1020.0,1070.0,R,Siebel Center for Comp Sci
725,CS,173,57446,Discrete Structures,0,11,5,7,5,3,1,5,1,1,0,1,0,0,3.12,"Fleck, Margaret M",1080.0,1130.0,R,Siebel Center for Comp Sci
726,CS,173,48265,Discrete Structures,3,6,8,3,9,2,1,4,1,0,0,1,1,0,3.09,"Fleck, Margaret M",600.0,650.0,F,Siebel Center for Comp Sci
727,CS,173,61915,Discrete Structures,1,11,8,6,2,3,4,3,2,0,2,0,0,0,3.14,"Fleck, Margaret M",660.0,710.0,F,Siebel Center for Comp Sci
728,CS,173,61916,Discrete Structures,2,13,7,4,7,1,2,3,0,1,1,0,0,0,3.31,"Fleck, Margaret M",1440.0,1490.0,F,Siebel Center for Comp Sci
729,CS,173,48266,Discrete Structures,1,3,5,5,6,4,1,4,1,1,1,0,0,0,2.94,"Fleck, Margaret M",660.0,710.0,F,Siebel Center for Comp Sci
730,CS,173,48267,Discrete Structures,2,8,5,7,2,2,5,2,1,0,0,0,0,0,3.24,"Fleck, Margaret M",1440.0,1490.0,F,Siebel Center for Comp Sci
731,CS,173,50441,Discrete Structures,6,5,6,2,2,2,4,2,0,0,1,0,0,1,3.28,"Fleck, Margaret M",780.0,830.0,F,Siebel Center for Comp Sci
732,CS,173,50442,Discrete Structures,4,12,1,5,4,0,0,2,0,2,0,0,1,0,3.32,"Fleck, Margaret M",840.0,890.0,F,Siebel Center for Comp Sci
733,CS,173,51087,Discrete Structures,2,10,2,2,3,3,0,4,2,1,0,1,1,0,2.98,"Fleck, Margaret M",900.0,950.0,F,Siebel Center for Comp Sci
734,CS,173,51089,Discrete Structures,4,5,2,3,5,3,1,3,1,0,2,1,0,0,2.97,"Fleck, Margaret M",960.0,1010.0,F,Siebel Center for Comp Sci
735,CS,196,31193,Freshman Honors,4,25,11,8,2,2,3,0,0,0,0,0,0,0,3.66,"Chapman, William L",1140.0,1260.0,T,Digital Computer Laboratory
736,CS,199,48739,Undergraduate Open Seminar,3,20,8,1,0,1,0,0,0,0,0,0,0,0,3.86,"Heeren, Cinda",1020.0,1070.0,TW,Siebel Center for Comp Sci
737,CS,210,31205,Ethical & Professional Issues,10,108,20,3,12,2,2,0,1,0,0,0,2,0,3.77,"Cunningham, Ryan M",660.0,710.0,M,Digital Computer Laboratory
738,CS,225,31208,Data Structures,8,175,28,19,20,10,6,27,0,0,29,0,24,0,3.13,"Heeren, Cinda",660.0,710.0,MW,Electrical & Computer Eng Bldg
739,CS,225,31213,Data Structures,11,137,27,20,33,17,10,17,0,0,27,0,24,4,3.05,"Heeren, Cinda",840.0,890.0,MW,Electrical & Computer Eng Bldg
740,CS,233,61689,Computer Architecture,5,69,4,12,44,0,2,15,1,0,14,0,24,2,2.81,"Herman, Geoffrey L",1440.0,1490.0,MW,Siebel Center for Comp Sci
741,CS,241,43556,System Programming,21,14,13,16,14,23,17,19,13,7,13,7,9,0,2.53,"Evans, Graham C",840.0,890.0,MW,Digital Computer Laboratory
742,CS,241,63636,System Programming,11,17,24,10,6,11,14,9,6,16,4,6,6,1,2.65,"Evans, Graham C",900.0,950.0,MW,Digital Computer Laboratory
743,CS,242,43557,Programming Studio,16,54,34,29,12,13,8,2,3,6,0,3,2,0,3.35,"Woodley, Michael J",1470.0,800.0,F,Digital Computer Laboratory
746,CS,357,61476,Numerical Methods I,30,27,24,17,13,20,17,16,2,5,4,2,6,2,3.02,"Kloeckner, Andreas P",1470.0,825.0,TR,Digital Computer Laboratory
747,CS,357,50106,Numerical Methods I,29,20,28,18,18,14,15,9,13,3,4,3,6,0,2.97,"Kloeckner, Andreas P",840.0,915.0,TR,Digital Computer Laboratory
748,CS,361,65082,Prob & Stat for Computer Sci,8,21,14,3,6,6,1,1,0,0,2,1,1,0,3.41,"Sinha, Saurabh",570.0,645.0,MW,Siebel Center for Comp Sci
